"knihy_id","isbn","nazev","pocet_stran","rok_vydani","misto_vydani","nakladatel","vydani","druhy_id","jazyky_id","autor","edice"
"1097","ISBN 80-247-0694-6","Myslíme v jazyku Delphi 7 : knihovna zkušeného programátora","578","2003","Praha","Grada","1","1","1","Cantu, Marco","Myslíme v--"
"1098","ISBN 80-251-1307-8","Microsoft Excel pro manažery a ekonomy","430","2007","Brno","Computer Press","4","1","1","Brož, Milan",""
"1102","ISBN 80-7185-740-8","Krásné písmo ve vývoji latinky I.","657","2005","Praha","Paseka","2","1","1","Muzika, František",""
"1103","ISBN 80-200-0502-1","Umělá inteligence 5","544","2007","Praha","Academia","1","1","1","Mařík, Vladimír -- Štěpánková, Olga -- Lažanský, Jiří a kol.",""
"1106","ISBN 3-540-22494-7","How to solve it : modern heuristics","554","2004","Berlin","Springer","2","1","2","Michalewicz, Zbigniew -- Fogel, David B.",""
"1107","ISBN 3-540-42451-2","Foundations of genetic programming","260","2002","Berlin","Springer","","1","2","Langdon, W. B. -- Poli, Riccardo",""
"1108","ISBN 978-0-321-22811-6","Patterns for parallel programming","355","2005","Boston","Addison-Wesley","","1","2","Mattson, Timothy G. -- Sanders, Beverly A. -- Massingill, Berna",""
"1109","ISBN 978-0-596-52932-1","Programming collective intelligence : building smart web 2.0 applications","334","2007","Beijing","O\'Reilly","1","1","2","Segaran, Toby",""
"1114","ISBN 80-251-1291-8","Web design - nenuťte uživatele přemýšlet!","167","2006","Brno","Computer Press","2","1","1","Krug, Steve",""
"1115","ISBN 978-0-13-157008-5","Usability engineering : process, products, and examples","314","2008","Upper Saddle River, N.J.","Pearson/Prentice Hall","","1","1","Leventhal, Laura M. -- Barnes, Julie A.",""
"1116","ISBN 978-0-470-18548-3","Handbook of usability testing : how to plan, design, and conduct effective tests","348","2008","Indianapolis, IN","Wiley Pub.","2","1","2","Rubin, Jeffrey -- Chisnell, Dana",""
"1117","ISBN 978-80-251-2309-6","Databáze v C# 2008 : průvodce programátora","424","2009","Brno","Computer Press","1","1","1","Agarwal, Vidya Vrat -- Huddleston, James",""
"1120","ISBN 978-80-7413-008-3","ASP.NET 3.5 a C# 2008 : tvorba dynamických stránek profesionálně","1584","2008","Brno","Zoner Press","1","1","1","MacDonald, Matthew -- Szpuszta, Mario",""
"1123","ISBN 978-0-387-29485-8","Methods and procedures for the verification and validation of artificial neural networks","277","2006","New York, NY","Springer Science+Business Media","","1","2","Taylor, Brian J.",""
"1125","ISBN 978-0-387-25145-5","All of nonparametric statistics","276","2006","New York","Springer","","1","2","Wasserman, Larry","Springer texts in statistics"
"1129","ISBN 0-596-00119-3","Programming Web services with XML-RPC","213","2001","Beijing","O\'Reilly","1","1","2","St. Laurent, Simon. -- Johnston, Joe. -- Dumbill, Edd",""
"1130","ISBN 0-262-11255-8","Learning and soft computing : support vector machines, neural networks, and fuzzy logic models","541","2001","Cambridge, Mass.","MIT Press","","1","2","Kecman, V","Complex adaptive systems"
"1131","ISBN 3-540-40184-9","Introduction to evolutionary computing","299","2003","New York","Springer","299","1","2","Eiben, Agoston E. -- Smith, J. E.",""
"1134","ISBN 1-84564-152-3","Data mining in e-learning","300","2006","Southampton","WIT","","1","2","Romero, C. -- Ventura, S.","Advances in management information"
"1138","ISBN 0-9634884-0-6","Visualizing data","360","1993","Murray Hill, N.J.","AT&T Bell Laboratories","","1","2","Cleveland, William S.",""
"1143","ISBN 80-247-0565-6","XML : začínáme programovat : podrobný průvodce začínajícího uživatele","214","2003","Praha","Grada","1","1","1","Žák, Miroslav",""
"1144","ISBN 978-80-251-1870-2","Oracle : programování v PL/SQL","720","2008","Brno","Computer Press","1","1","1","Urman, Scott -- Hardman, Ron -- McLaughlin, Michael",""
"1147","ISBN 978-3-8364-6307-2","User modeling and user profiling in adaptive e-learning systems : an approach for a service-based personalization solution for the research project AdeLE (Adaptive e-Learning with Eye-tracking)","170","2008","Saarbrücken","VDM","","1","2","Fröschl, Christoph",""
"1151","ISBN 978-80-251-2333-1","Adobe Flash CS4 Professional : 100 nejlepších postupů","264","2009","Brno","Computer Press","1","1","1","Schaeffer, Mark",""
"1154","ISBN 80-89018-87-4","Evolučné výpočty a ich využitie v praxi","159","2005","Bratislava","Iris","1","1","9","Sekaj, Ivan",""
"1155","ISBN 80-7225-030-2","Modelování a identifikace systémů","276","1999","Ostrava","Montanex","","1","1","Noskievič, Petr",""
"1158","ISBN 0-9613921-2-6","Visual explanations : images and quantities, evidence and narrative","156","1997","Cheshire, Conn.","Graphics Press","","1","2","Tufte, Edward R.",""
"1164","ISBN 978-80-251-1526-8","Řízení projektů v IT","720","2007","Brno","Computer Press","1","1","1","Schwalbe, Kathy",""
"1165","ISBN 978-80-251-2165-8","Layout : velký průvodce grafickou úpravou","193","2009","Brno","Computer Press","1","1","1","Ambrose, Gavin -- Harris, Paul",""
"1166","ISBN 978-80-7300-233-6","Zpracování obrazu a algoritmy v C#","143","2008","Praha","BEN - technická literatura","1","1","1","Dobeš, Michal",""
"1168","ISBN 80-7300-087-3","PLC a automatizace. 2. díl","207","2005","Praha","BEN - technická literatura","1","1","1","Šmejkal, Ladislav",""
"1172","ISBN 978-80-251-2334-8","Adobe Flash CS4 Professional : oficiální výukový kurz","389","2009","Brno","Computer Press","","1","1","nezadano",""
"1173","ISBN 978-1-58705-260-6","Security threat mitigation and response : understanding Cisco security MARS","370","2007","xxiv, 370 p.","ill.","","1","2","Tesch, Dale -- Abelar, Greg",""
"1175","ISBN 978-80-251-2285-3","Čistý kód : [návrhové vzory, refaktorování, testování a další techniky agilního programování]","423","2009","Brno","Computer Press","1","1","1","Martin, Robert C.",""
"1176","ISBN 978-80-7413-042-7","WordPress : efektivní publikování na webu","256","2009","Brno","Zoner Press","1","1","1","McNulty, Scott",""
"1177","ISBN 978-1-58720-111-0","Wireless networks first-step","238","2005","Indianapolis, Ind.","Cisco Press","","1","2","Geier, James T.","First-step series"
"1182","ISBN 978-1-599180-618","The business rules : the seven irrefutable laws that determine all business success","256","2007","[Eliot, ME]","Entrepreneur Press","","1","2","Eichenbaum, David A.",""
"1183","ISBN 978-0-7879-8425-0","E-learning by design","596","2006","San Francisco","Pfeiffer","","1","2","Horton, William K.",""
"1186","ISBN 978-0-7879-8683-4","E-learning and the science of instruction : proven guidelines for consumers and designers of multimedia learning","476","2008","San Francisco, Calif.","Pfeiffer","2","1","2","Clark, Ruth Colvin -- Mayer, Richard E.",""
"1187","ISBN 80-8063-219-7","Akademická příručka","481","2006","Martin","Osveta","","1","1","Meško, Dušan -- Katuščák, Dušan -- Findra, Ján a kol.",""
"1191","ISBN 80-247-0298-3","JavaScript : příručka programátora","278","2003","Praha","Grada","1","1","1","Dellwig, Elmar -- Dellwig, Ingo",""
"1193","ISBN 1-59140-903-9","Artificial neural networks in real-life applications","375","2006","Hershey PA","Idea Group Pub.","","1","2","Rabunal, Juan Ramón -- Dorado, Julián",""
"1196","ISBN 978-80-200-1477-1","Modely a systémy","97","2007","Praha","Academia","1","1","1","Křemen, Jaromír",""
"1197","ISBN 80-85977-16-8","Úsvit robotů - soumrak lidstva","219","1999","Praha","Vesmír","1","1","1","Warwick, Kevin",""
"1198","ISBN 80-247-0340-8","JSP - Java Server Pages : podrobný průvodce začínajícího tvůrce","418","2003","Praha","Grada","1","1","1","Bollinger, Gary -- Natarajan, Bharathi",""
"1202","ISBN 978-80-251-1517-6","Z kodéra vývojářem : nástroje a techniky pro opravdové programátory","287","2007","Brno","Computer Press","1","1","1","Gunderloy, Mike",""
"1203","ISBN 0-486-41975-4","The theory of graphs","247","2001","Mineola, N.Y.","Dover","","1","2","Berge, Claude","Dover books on mathematics"
"1208","ISBN 978-0-7356-2521-1","Practical project initiation : a handbook with tools","211","2007","Redmond, Wash.","Microsoft Press","","1","2","Karl Eugene Wiegers",""
"1218","ISBN 0-19-507314-2","Formal grammar : theory and implementation","439","1992","New York","Oxford University Press","","1","2","Robert Levine","Vancouver studies in cognitive science"
"1220","ISBN 81-7829-394-3","E-government : from vision to implementation : a practical guide with case studies","202","2004","New Delhi","Sage Publications","","1","2","Subhash C Bhatnagar",""
"1226","ISBN 0-07-709221-X","Introduction to compiling techniques : a first course using ANSI C, LEX, and YACC","283","1996","London","McGraw-Hill","2","1","2","J. P. Bennett","The McGraw-Hill international series in software engineering"
"1227","ISBN 978-0-321-55262-4","OpenGL programming guide : the official guide to learning OpenGL, versions 3.0 and 3.1","885","2010","Upper Saddle River, NJ","Addison-Wesley","7","1","2","Dave Shreiner",""
"1228","ISBN 978-3-540-26183-4","Graph theory","410","2006","Berlin [u.a.]","Springer","3","1","2","Reinhard Diestel",""
"1230","ISBN 978-0-387-98488-9","Modern graph theory","394","1998","New York","Springer","","1","2","Bela Bollobas","Graduate texts in mathematics"
"1231","ISBN 978-81-203-2142-7","Introduction to graph theory","588","2009","New Delhi","PHI Learning","2","1","2","Douglas B. West",""
"1232","ISBN 978-1-58450-680-5","Game coding complete","908","2009","Boston, MA","Course Technology","3","1","2","Mike McShaffrey",""
"1234","ISBN 1-85233-796-6","Virtual and augmented reality applications in manufacturing","388","2004","New York","Springer","","1","2","S. K. Ong, A. Y. C. Nee",""
"1235","ISBN 978-0-321-12742-6","Patterns of enterprise application architecture","533","2003","Boston","Addison-Wesley","","1","2","Martin Fowler, David Rice","The Addison-Wesley signature series"
"1237","ISBN 0-07-294862-0","Introduction to graph theory","449","2005","Boston","McGraw-Hill Higher Education","1","1","2","Gary Chartrand, Ping Zhang","The Walter Rudin student series in advanced mathematics"
"1238","ISBN 978-0-321-11229-3","Software systems architecture : working with stakeholders using viewpoints and perspectives","546","2005","Upper Saddle River, NJ","Addison-Wesley","1","1","2","Nick Rozanski, Eoin Woods",""
"1239","ISBN 0-262-51191-6","Software engineering for Internet applications","399","2006","Cambridge, Mass.","MIT Press","","1","2","Eve Astrid Andersson, Philip Greenspun, Andrew Grumet",""
"1242","ISBN 0-07-005489-4","Schaums outline of theory and problems of graph theory","293","1997","New York","McGraw-Hill","","1","2","V. K. Balakrishnan",""
"1245","ISBN 978-1-84628-034-4","Mathematics for computer graphics","248","2006","London","Springer","2","1","2","Vince, John",""
"1246","ISBN 978-0-596-80279-0","High performance Javascript","209","2010","Sebastopol","O\'Reilly","1","1","2","Zakas, Nicholas C.",""
"1248","ISBN 978-80-7413-041-0","Silverlight : datové služby","378","2009","Brno","Zoner Press","1","1","1","Papa, John",""
"1249","ISBN 978-80-247-2062-3","Destilované UML","173","2009","Praha","Grada","1","1","1","Fowler, Martin",""
"1251","ISBN 80-251-0796-5","Automatizace a automatizační technika : Automatické řízení . II","218","2005","Brno","CP Books","1","1","1","Voráček, Rudolf a kol.",""
"1254","ISBN 80-86056-73-2","Komunikace mikrokontroléru s okolím : 2. díl","151","2000","Praha","BEN","1","1","1","Hrbáček, Jiří",""
"1259","ISBN 978-80-251-2898-5","Umění programování : Seminumerické algoritmy. . 2. díl.","763","2010","Brno","Computer Press","1","1","1","Knuth, Donald Ervin",""
"1261","ISBN 978-3-540-88080-6","Web mining applications in e-commerce and e-services","179","2009","Berlin","Springer","","1","2","Ting, I-Hsien -- Wu, Hui-Ju",""
"1262","ISBN 978-0-273-71960-1","E-business and e-commerce management : strategy, implementation, and practice","764","2009","New York","FT Prentice Hall","4","1","2","Chaffey, Dave",""
"1263","ISBN 978-80-251-2795-7","Internetový marketing : prosaďte se na webu a sociálních sítích","304","2010","Brno","Computer Press","1","1","1","Janouch, Viktor",""
"1265","ISBN 978-0-596-80302-5","Developing large web applications : [producing code that can grow and thrive] Loudon, Kyle","279","2010","Sebastopol, CA","O\'Reilly","1","1","2","Loudon, Kyle",""
"1269","ISBN 978-0-596-51624-6","Algorithms in a nutshell","343","2009","Sebastopol, CA","O\'Reilly","","1","2","Heineman, George T. -- Selkow, Stanley -- Pollice, Gary",""
"1270","ISBN 978-0-12-374514-9","Programming language pragmatics","910","2009","Amsterdam","Elsevier/Morgan Kaufmann Pub.","3","1","2","Scott, Michael Lee",""
"1274","ISBN 978-80-7232-398-2","Učebnice jazyka Java","386","2010","České Budějovice","Kopp","5","1","1","Pavel Herout",""
"1279","ISBN 978-80-210-3317-7","Numerické metody","293","2008","Brno","Masarykova univerzita","","1","1","Ivana Horová, Jiří Zelinka",""
"1283","ISBN 978-1-84882-205-4","Computer-aided design of user interfaces VI : proceedings of the seventh international conference on computer-aided design of user interfaces (CADUI 2008)","326","2009","London","Springer","","1","2","Victor Lopez Jacquero",""
"1285","ISBN 978-1-59059-979-2","Spring recipes : a problem-solution approach","727","2008","New York","Apress","","1","2","Gary Mak",""
"1287","ISBN 978-0-321-53407-1","Eclipse modeling project : a domain-specific language toolkit","706","2009","Upper Saddle River, NJ","Addison-Wesley","","1","2","Richard C Gronback",""
"1288","ISBN 978-0-13-701287-9","JavaFX : developing rich Internet applications","359","2009","Upper Saddle River, NJ","Addison-Wesley","","1","2","Jim Clarke, Jim Connors, Eric J. Bruno",""
"1295","ISBN 978-80-251-3034-6","C# 2010 : rychlý průvodce novinkami a nejlepšími postupy","624","2010","Brno","Computer Press","1","1","1","Trey Nash",""
"1296","ISBN 978-80-7413-094-6","C# 4.0 : řešení praktických programátorských úloh","656","2010","Brno","Zoner Press","1","1","1","Ben Watson",""
"1299","ISBN 978-80-251-3127-5","PHP 6 : programujeme profesionálne","718","2010","Brno","Computer Press","1","1","1","Ed Lecky-Thompson, Steven D. Nowicki",""
"1300","ISBN 978-80-251-3152-7","jQuery : kuchařka programátora","436","2010","Brno","Computer Press","1","1","1","",""
"1302","ISBN 978-0-521-88438-9","Modeling and reasoning with Bayesian networks","548","2009","Cambridge","Cambridge University Press","","1","2","Adnan Darwiche",""
"1305","ISBN 978-3-211-79169-1","Interactive environments with open-source software : 3D walkthroughs and augmented reality for architects with Blender 2.43, DART 3.0 and ARToolKit 2.72","239","2009","Wien","Springer","","1","2","Wolfgang Höhl",""
"1307","ISBN 978-1-59863-360-3","Beginning C++ through game programming","361","2008","Boston, MA","Thomson Course Technology","2","1","2","Mike Dawson",""
"1308","ISBN 978-0-201-75867-2","3D user interfaces : theory and practice","478","2005","Boston","Addison-Wesley","","1","2","Doug A. Bowman",""
"1310","ISBN 978-0-12-206093-9","Machine vision : theory, algorithms, practicalities","934","2005","Amsterdam","Elsevier","3","1","2","E. R. Davies",""
"1311","ISBN 978-1-59749-272-0","Pattern recognition","961","2009","Burlington, Mass.","Academic Press","4","1","2","Sergios Theodoridis, Konstantinos Koutroumbas",""
"1313","ISBN 978-80-214-3530-8","Kinematika a dynamika mechatronických systémů","158","2007","Brno","Akademické nakladatelství CERM","1","1","1","Robert Grepl",""
"1314","ISBN 978-80-7300-226-8","Modelování mechatronických systémů v Matlab SimMechanics","151","2007","Praha","BEN - technická literatura","1","1","1","Robert Grepl",""
"1317","ISBN 978-1-58948-165-7","Building European spatial data infrastructures","91","2007","Redlands","ESRI Press","1","1","2","Ian Masser",""
"1319","ISBN 978-0-13-168728-8","Digital image processing","954","2008","Upper Saddle River","Prentice Hall","3","1","2","Rafael C. Gonzalez, Richard E. Woods",""
"1324","ISBN 978-0-13-235416-5","C++ GUI programming with Qt 4","718","2008","Upper Saddle River","Prentice Hall in association with Trolltech Press","2","1","2","Jasmin Blanchette, Mark Summerfield",""
"1325","ISBN 978-0-321-57936-2","Succeeding with agile : software development using Scrum","475","2010","Upper Saddle River, NJ","Addison-Wesley","","1","2","Mike Cohn",""
"1327","ISBN 978-1-59749-278-2","Programming Lego Mindstorms NXT","187","2008","Burlington, MA","Syngress","","1","2","Owen Bishop",""
"1328","ISBN 978-1-59749-152-5","Building robots with Lego Mindstorms NXT","447","2007","Burlington","Syngress","","1","2","David Astolfo",""
"1330","ISBN 978-1-59327-211-1","The LEGO Mindstorms NXT 2.0 discovery book : a beginners guide to building and programming robots","297","2010","San Francisco","No Starch Press","","1","2","Laurens Valk",""
"1331","ISBN 0-205-27691-1","Multimedia for learning : methods and development","580","2001","Boston","Allyn and Bacon","3","1","2","Stephen M. Alessi, Stanley R. Trollip",""
"1332","ISBN 978-0-7879-9245-3","Better than bullet points : creating engaging e-learning with PowerPoint","338","2008","San Francisco","Pfeiffer","","1","2","Jane Bozarth",""
"1333","ISBN 9780262012430","Introduction to machine learning","537","2010","Cambridge","MIT Press","2","1","2","Ethem Alpaydin",""
"1334","ISBN 978-0-262-51412-5","Semi-supervised learning","508","2010","Cambridge","MIT","","1","2","Olivier Chapelle, Bernhard Schölkopf",""
"1335","ISBN 978-0-13-604259-4","Artificial intelligence : a modern approach","1132","2010","Upper Saddle River, N.J.","Prentice Hall","3","1","2","Stuart J. Russell, Peter Norvig",""
"1337","ISBN 978-0-470-08457-1","Guidance for the verification and validation of neural networks","133","2007","Hoboken, NJ","IEEE Computer Society","","1","2","Laura L Pullum, Brian J. Taylo,r Majorie A. Darrah",""
"1338","ISBN 978-1-59829-547-4","Introduction to semi-supervised learning","116","2009","[San Rafael, Calif.]","Morgan & Claypool","","1","2","Xiaojin Zhu, A. B. Goldberg",""
"1339","ISBN 0-9614088-7-1","Wavelets and filter banks","520","1996","Wellesley","Wellesley-Cambridge Press","","1","2","Gilbert Strang, Hung T. Nguyen",""
"1341","ISBN 978-0-262-01319-2","Probabilistic graphical models : principles and techniques","1231","2009","Cambridge, MA","MIT Press","","1","2","Daphne Koller, Nir Friedman",""
"1343","ISBN 978-0-521-18191-4","Machine learning methods in the environmental sciences : neural networks and kernels neural networks and kernels","349","2010","Cambridge","Cambridge University Press","1","1","2","William Wei Hsieh",""
"1345","ISBN 0-500-20376-8","Internet art","224","2004","New York, N.Y.","Thames & Hudson","","1","1","Rachel Greene",""
"1347","ISBN 978-3-642-06856-0 ","Kernel based algorithms for mining huge data sets : supervised, semi-supervised, and unsupervised learning","260","2010","Berlin","Springer-Verlag, ","","1","2","Te-Ming Huang, Vojislav Kecman, Ivica Kopriva",""
"1348","ISBN 978-80-251-2109-2 ","Adobe Flash CS3 : oficiální výukový kurz ","341","2008","Brno","Computer Press","1","1","1","Lukáš Krejčí",""
"1356","ISBN 1-59158-249-0","Multimedia projects in education : designing, producing, and assessing","219","2006","Westport, Conn.","Libraries Unlimited","3","1","2","Karen S. Ivers, Ann E. Barron",""
"1357","ISBN 978-0-8129-7142-2","Color : a natural history of the palette","448","2004","New York","Random House Trade Paperbacks","","1","2","Victoria Finlay",""
"1359","ISBN 978-0-06-121006-8","An eye for color","245","2007","New York","Collins Design","","1","2","Olga Gutierrez de la Roza",""
"1360","ISBN 978-0-470-38135-9","Understanding color : an introduction for designers","258","2011","Hoboken, NJ","Wiley","4","1","2","Linda Holtzschue",""
"1361","ISBN 978-1-60061-048-6","The information design handbook","224","2008","Cincinnati, Ohio","How Books","1","1","2","Jennifer Visocky O Grady, Kenneth Visocky O Grady",""
"1363","ISBN 978-0-06-174836-3","The visual miscellaneum : a colorful guide to the worlds most consequential trivia","255","2009","New York","Collins Design","1","1","2","David McCandless",""
"1370","ISBN 978-0-7148-4782-5","Art and electronic media","304","2009","London","Phaidon Press","","1","2","Edward A. Shanken",""
"1372","ISBN 978-0-470-53188-4","Supply chain management : best practices","280","2010","Hoboken, N.J.","John Wiley & Sons","2","1","2","David Blanchard",""
"1373","ISBN 978-0-470-46545-5","Enterprise supply chain management : integrating best-in-class processes","209","2006","Hoboken, N.J.","Wiley","","1","2","Vivek Sehgal",""
"1375","ISBN 978-0-8144-0926-8","Supply chain excellence : a handbook for dramatic improvement using the SCOR model","277","2007","New York","AMACOM-American Management Association","2","1","2","Peter Bolstorff, Robert Rosenbaum",""
"1376","ISBN 978-0-9845214-0-1","Kanban : successful evolutionary change for your technology business","261","2010","Sequim, WA","Blue Hole Press","","1","2","David J. Anderson",""
"1377","ISBN 978-1-4221-4936-2","The new supply chain agenda : the five steps that drive real value","216","2010","Boston, Mass.","Harvard Business Press","","1","2","Reuben E. Slone, J. Paul Dittmann, John T. Mentzer",""
"1378","ISBN 978-3-639-25776-2","Automated Negotiation in Multi-Agent based Electronic Business : Negotiation in business-to-business (B2B) transactions in supply chain management (SCM) for multi-agent based electronic business (e-business)","144","2010","Saarbrucken","VDM Verlag Dr. Muller","","1","2","Golenur Huq",""
"1382","ISBN 978-0-521-51412-5","Multimedia learning","304","2009","Cambridge","Cambridge University Press","2","1","2","Richard E. Mayer",""
"1384","ISBN 978-0-9563556-0-7","Cloud computing explained : handbook for enterprise implementation","420","2010","London","Recursive Ltd.","","1","2","John Rhoton",""
"1388","ISBN 978-80-251-3145-9","97 klíčových znalostí programátora : [zkušenosti expertů z praxe]","240","2010","Brno","Computer Press","","1","1","Kevlin Henney",""
"1389","ISBN 978-80-251-2190-0","C/C++ : hotová řešení","376","2009","Brno","Computer Press","1","1","1","Radim Dostál",""
"1390","ISBN 978-80-251-2654-7","Objective-C 2.0 : výukový kurz programování pro Mac OS X a iPhone","550","2010","Brno","Computer Press","1","1","1","Stephen G. Kochan",""
"1392","ISBN 80-86851-54-0","Datové modelování","177","2006","Praha","Alfa Publishing","1","1","1","Vojtěch Merunka",""
"1395","ISBN 978-80-247-1266-6","Pascal : pokročilejší programátorské techniky","264","2007","Praha","Grada","1","1","1","Karel Putz",""
"1397","ISBN 978-80-251-3032-2","333 tipů a triků pro GIMP : [rychlá řešení pro každou situaci]","268","2010","Brno","Computer Press","1","1","1","Vlastimil Modr",""
"1399","ISBN 80-901428-8-5","Moderní slovník softwaru : výkladový anglicko-český a česko-anglický","588","2006","Praha","Antonín Vitovský - AV software","1","1","1","Antonín Vitovský",""
"1400","ISBN 978-80-7300-218-3","Evoluční výpočetní techniky : principy a aplikace","534","2009","Praha","BEN - technická literatura","1","1","1","Ivan Zelinka",""
"1401","ISBN 978-80-251-2340-9","Mistrovství v Adobe Photoshop : [digitální ilustrace a škola výtvarných technik]","424","2009","Brno","Computer Press","1","1","1","Derek Lea",""
"1404","ISBN 978-80-251-3313-2","97 klíčových znalostí softwarového architekta : [zkušenosti expertů z praxe]","224","2010","Brno","Computer Press","1","1","1","Richard Monson-Haefel",""
"1405","ISBN 978-1-4129-2749-9","Social network analysis","133","2008","Los Angeles,","Sage Publications","2","1","2","Song Yang, David Knoke",""
"1410","ISBN 978-0-557-43407-7","Modern ERP : select, implement & use todays advanced business systems","226","2010","Raleigh","North Carolina state university","","1","2","Marianne Bradford",""
"1415","ISBN 978-80-247-2895-7","Principy krásného webdesignu : průvodce krok za krokem","145","2010","Praha","Grada","1","1","1","Beaird, Jason",""
"1416","ISBN 978-80-251-2127-6","Údržba kódu převzatých programů","367","2009","Brno","Computer Press","1","1","1","Michael C. Feathers",""
"1418","ISBN 978-80-251-1935-8","Regulární výrazy : kuchařka programátora","381","2010","Brno","Computer Press","1","1","1","Jan Goyvaerts, Steven Levithan",""
"1421","ISBN 978-0-596-15414-1","Programming interactivity : a designers guide to processing, Arduino, and openFrameworks","712","2009","Beijing","OReilly","1","1","2","Joshua J. Noble",""
"1424","ISBN 978-0-13-187905-8","An introduction to design patterns in C++ with Qt 4","624","2007","Upper Saddle River, NJ","Prentice Hall","","","2","Alan Ezust, Paul Ezust","Bruce Perens Open Source series"
"1425","ISBN 978-0-470-40142-2","Designing brand identity : an essential guide for the whole branding team","310","2009","Hoboken, NJ","John Wiley & Sons","3","1","2","Alina Wheeler",""
"1426","ISBN 978-3-7212-0145-1","Grid systems in graphic design : a visual communication manual for graphic designers, typographers and three dimensional designers = Raster systeme für die visuelle Gestaltung : ein Handbuch fur Grafiker, Typografen und Ausstellungsgestalter","176","2010","Sulgen","Niggli","7","1","2","Josef Muller-Brockmann",""
"1427","ISBN 978-1-56898-772-9","Graphic design theory : readings from the field","151","2009","New York","Princeton Architectural Press","1","","2","Helen Armstrong",""
"1429","ISBN 978-0-321-63683-6","Real world print production with Adobe Creative Suite applications","330","2009","Berkeley, CA","Peachpit","","","2","Claudia McCue",""
"1430","ISBN 978-0-201-61586-9","The practice of programming","267","1999","Reading, MA","Addison-Wesley","","1","2","Brian W. Kernighan, Rob Pike",""
"1433","","Video-based rendering","197","2005","Wellesley, Mass.","A K Peters","","1","2","Marcus A. Magnor",""
"1434","ISBN 978-1-56881-472-8","GPU Pro : advanced rendering techniques","715","2010","Natick, Mass.","A K Peters","","1","2","Wolfgang F. Engel",""
"1435","ISBN 978-1-58948-041-4","Land administration for sustainable development","487","2010","Redlands, Calif.","ESRI Press Academic","1","1","2","Ian Williamson",""
"1436","ISBN 978-1-58948-231-9","GIS for decision support and public policy making","189","2009","Redlands, Calif.","ESRI Press","","1","2","Christopher Thomas, Nancy Sappington",""
"1437","ISBN 978-0-13-138768-3","CUDA by example : an introduction to general-purpose GPU programming","290","2011","Upper Saddle River, NJ","Addison-Wesley","","1","2","Jason Sanders, Edward Kandrot",""
"1438","ISBN 0-273-67809-4","Success in your project : a guide to student system development projects","291","2004","Upper Saddle River, NJ","Prentice Hall","","1","2","Philip Weaver",""
"1439","ISBN 978-1-58948-174-9","Smart land-use analysis : the LUCIS model land-use conflict identification strategy","277","2007","Redlands, Calif.","ESRI Press","1","1","2","Margaret H. Carr, Paul Dean Zwick",""
"1442","ISBN 978-0-521-86571-5","Introduction to information retrieval","482","2008","New York","Cambridge University Press","","1","2","Christopher D. Manning, Prabhakar Raghavan, Hinrich Schutze",""
"1444","ISBN 978-0-13-142246-9","Core J2EE patterns : best practices and design strategies","650","2003","Upper Saddle River, NJ","Prentice Hall PTR","2","1","2","Deepak Alur, John Crupi, Dan Malks",""
"1446","ISBN 978-0-262-03384-8","Introduction to algorithms","1292","2009","Cambridge, Mass.","MIT Press","3","1","2","Thomas H. Cormen",""
"1447","ISBN 0-201-63181-4","Software inspection","471","1993","Wokingham, England","Addison-Wesley","","1","2","Tom Gilb, Dorothy Graham, Susannah Finzi",""
"1448","ISBN 978-0-470-04492-6","Handbook of applied algorithms : solving scientific, engineering and practical problems","544","2008","Hoboken, N.J.","Wiley-Interscience","","1","2","Amiya Nayak, Ivan Stojmenovic",""
"1451","ISBN 978-1-59253-433-3","Color design workbook : a real-world guide to using color in graphic design","240","2008","Gloucester, Mass.","Rockport Publishers","","1","2","Terry Lee Stone, Sean Adams, Noreen Morioka",""
"1453","ISBN 0-387-21113-6","Image-based rendering","408","2007","New York","Springer","","1","2","Shum, Heung-Yeung -- Chan, Shing-Chow -- Kang, Sing Bing",""
"1454","ISBN 978-80-251-3254-8","Adobe Flash Catalyst CS5 : oficiální výukový kurz","280","2011","Brno","Computer Press","1","1","1","",""
"1455","ISBN 978-80-251-3224-1","Adobe Flash CS5 Professional ","392","2010","Brno","Computer Press","1","1","1","",""
"1459","ISBN 978-0-201-73485-","Peer reviews in software : a practical guide","232","2002","Boston","Addison-Wesley","1","1","2","Wiegers, Karl Eugene",""
"1462","ISBN 978-0-387-00163-0","Programming challenges : the programming contest training manual","359","2003","New York","Springer","1","1","2","SKIENA, S. S. -- REVILLA, M. A.",""
"1465","ISBN 978-80-251-3036-0","Architektura softwaru","328","2011","Brno","Computer Press","1","1","1","EELES, P. -- CRIPPS, P",""
"1468","ISBN 978-80-251-3333-0","Cloud Computing : praktický průvodce","344","2011","Brno","Computer Press","1","1","1","VELTE, A. T. -- VELTE, T. J. -- ELSENPETER, R. C",""
"1470","ISBN 978-1-4302-2483-9","AdvancED Flex 4","540","2010","Berkeley, CA","Apress","","1","2","Shashank Tiwari,Elad Elrom",""
"1471","ISBN 978-80-251-3457-3","Jak účinně oslovit média : media relations v podnikání, správě, kultuře i neziskovém sektoru","296","2011","Brno","Computer Press","","","1","Jan Tomandl",""
"1473","ISBN 978-80-251-2286-0","CCNA kompletní přehled příkazů : autorizovaný výukový průvodce","336","2009","Brno","Computer Press","","1","1","Scott Empson","1"
